id,content,source,scraped_at
36,"Company :SamsungRole :Graduate Engineering Trainee – MechanicalDegree :Graduate/BE / B.Tech MechanicalBatches :2026,2025,2024Experience :Fresher’sSalary :3 – 5 LPA* (Expected)Location :Mumbai, Maharashtra, IndiaApply Link :https://offcampusjobdrives.com/samsung-hiring-2025-graduate-engineering-trainee-mechanical/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
37,"Company :AmazonRole :Data Engineer IDegree :Graduate/BE /B.TechBatches :2024 and belowExperience :1+ Year’sSalary :4 – 10 LPA* (Expected)Location :Hyderabad, IndiaApply Link :https://offcampusjobdrives.com/amazon-career-2025-data-engineer-i-hyderabad/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
18,Airbus InternshipPosition: Intern- Software EngineerQualifications: Bachelor’s/ Master’s DegreeExperience: FreshersLocation: India📌Apply Link:https://merademyjobs.com/index.php/2025/11/17/airbus-is-hiring-for-full-intern-software-engineer-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy,https://t.me/s/merademy,2025-11-18 04:26:22
19,CiscoPosition:✅Finance Analyst Trainee✅Non-Technical Graduate ApprenticeQualifications: Bachelor’s/ Master’s DegreeExperience: Entry LevelLocation: Bangalore India﻿📌Apply Now:https://merademyjobs.com/index.php/2025/11/17/cisco-is-hiring-for-finance-analyst-trainee-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy,https://t.me/s/merademy,2025-11-18 04:26:22
20,"AlconPosition: Associate Software EngineerQualifications: Bachelor’s/ Master’s DegreeExperience: 0-2 (Years)Location: Bangalore, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/17/alcon-is-hiring-for-associate-i-software-engineering-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:22
1,"NatWest GroupPosition: Business AnalystQualifications: Bachelor’s/ Master’s/ MBAExperience: Freshers/ ExperiencedLocation: Chennai, India (Hybrid)📌Apply Now:https://merademyjobs.com/index.php/2025/11/14/natwest-group-is-hiring-for-business-analyst-apply-now-11/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
2,"#ad𝗙𝗥𝗘𝗘 𝗠𝗮𝘀𝘁𝗲𝗿𝗰𝗹𝗮𝘀𝘀 𝗢𝗻 𝗟𝗮𝘁𝗲𝘀𝘁 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝗶𝗲𝘀😍- Data Science- UI/UX- Full-stack DevelopmentGet Job-Ready Guidance in Your Tech Journey𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿 𝗙𝗼𝗿 𝗙𝗥𝗘𝗘👇:-https://pdlink.in/4hV8UeEDate :- November 16th, 2025",https://t.me/s/merademy,2025-11-18 04:26:21
3,"ServiceNowPosition: Software EngineerQualifications: Bachelor’s/ Master’s DegreeLocation: Hyderabad, India (Flexible)📌Apply Now:https://merademyjobs.com/index.php/2025/11/14/servicenow-is-hiring-for-software-engineer-apply-now-12/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
4,KPMGPosition: Associate  - Data AnalyticsQualification: Bachelor’s DegreeLocation: Bangalore/ Gurgaon/ Mumbai📌Apply Now:https://merademyjobs.com/index.php/2025/11/14/kpmg-is-hiring-for-executive-data-analytics-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy,https://t.me/s/merademy,2025-11-18 04:26:21
5,"QualcommPosition: Automotive Test EngineerQualifications: Bachelor’s DegreeExperience: Entry LevelLocation: Bangalore, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/14/qualcomm-is-hiring-for-automotive-test-engineer-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
6,IDFC FIRST BankPosition: Associate Data ScientistQualification: Bachelor’s/ Master’s DegreeExperienc﻿e: Freshers (0 - 2 Years)Location: India📌Apply Now:https://merademyjobs.com/index.php/2025/11/14/idfc-first-bank-is-hiring-for-associate-data-scientist-apply-now-2/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy,https://t.me/s/merademy,2025-11-18 04:26:21
7,"#ad𝗖𝗮𝗽𝗴𝗲𝗺𝗶𝗻𝗶 𝗥𝗲𝗰𝗿𝘂𝗶𝘁𝗺𝗲𝗻𝘁 𝗗𝗿𝗶𝘃𝗲 | 𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄😍Role :- Multiple RolesQualification:- Graduate/Post GraduateSalary Range:- 5.6 To 23LPAJob Location:- Across India𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄👇:-https://pdlink.in/4omWEqnSelect your experience & Complete the Registration ProcessSelect the company name as "" Capgemini"" & apply for the role that matches you",https://t.me/s/merademy,2025-11-18 04:26:21
8,"AccenturePosition: Analytics & AssociateQualifications: Any GraduationExperience: 0 to 2 (Years)Location: Gurugram, India📌Apply Link:https://merademyjobs.com/index.php/2025/11/15/accenture-is-hiring-for-analytics-and-modeling-associate-apply-now-5/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
9,"OraclePosition: Software Developer 1Qualification: Bachelor’s/ Master’s DegreeExperienc﻿e: Freshers/ ExperiencedLocation: Bangalore, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/15/oracle-is-hiring-for-software-developer-apply-now-26/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
10,"HSBCPosition: Business AnalystQualifications: Bachelor’s/ Master’s DegreeExperience: Freshers/ ExperiencedLocation: Bangalore, India (Hybrid)📌Apply Now:https://merademyjobs.com/index.php/2025/11/15/hsbc-is-hiring-for-business-analyst-apply-now-22/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
11,"Societe GeneralePosition: Software EngineerQualifications: Bachelor’s/ Master’s DegreeExperience: 0-2 (Years)Location: Bangalore, India (Hybrid)📌Apply Link:https://merademyjobs.com/index.php/2025/11/15/societe-generale-is-hiring-for-software-engineer-apply-now-2/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
12,"QualcommPosition: Finance AnalystQualifications: Bachelor's Degree/ ICWA / MBAExperience: ExperiencedLocation: Bangalore, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/15/qualcomm-is-hiring-for-finance-analyst-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
13,"CitiPosition: Business Analytics, AnalystQualification: Bachelor’s/ Master’s DegreeExperienc﻿e: Freshers (0 - 2 Years)Location: Bengaluru, India (Hybrid)📌Apply Now:https://merademyjobs.com/index.php/2025/11/16/citi-is-hiring-for-business-analytics-analyst-apply-now-27/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
14,"#ad𝗪𝗶𝗽𝗿𝗼 𝗥𝗲𝗰𝗿𝘂𝗶𝘁𝗺𝗲𝗻𝘁 𝗗𝗿𝗶𝘃𝗲 | 𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄😍Roles :- Multiple RolesQualification:- Graduate/Post GraduateSalary:- 5 To 21 LPAJob Location: PAN India𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄👇:-https://pdlink.in/4omWEqnSelect your experience & Complete the Registration ProcessSelect the company name "" Wipro "" & Apply for the role that matches you",https://t.me/s/merademy,2025-11-18 04:26:21
15,"DeloittePosition: Associate AnalystQualifications: Any GraduationExperience: Freshers (0 - 1 Years)Location: Bengaluru, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/17/deloitte-is-hiring-for-associate-analyst-apply-now-14/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
16,EmersonPosition: Network EngineerQualifications: Bachelor’s/ Master’s DegreeExperience: Freshers/ ExperiencedLocation: India📌Apply Link:https://merademyjobs.com/index.php/2025/11/17/emerson-is-hiring-for-network-engineer-apply-now/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy,https://t.me/s/merademy,2025-11-18 04:26:21
17,"WiproPosition: Data AnalystQualification: Bachelor’s DegreeExperienc﻿e: 1-3 (Years)Location: Hyderabad, India📌Apply Now:https://merademyjobs.com/index.php/2025/11/17/wipro-is-hiring-for-data-analyst-apply-now-15/👉WhatsApp Channel:https://chat.whatsapp.com/GFlsn1H7y9i2ftUrn5QvTE?mode=wwt👉Telegram Link:https://telegram.dog/merademy",https://t.me/s/merademy,2025-11-18 04:26:21
